Time [s],Channel 1,Channel 2,Channel 4
6.111463875,1,1,0
6.111464250,1,1,1
6.111464500,1,1,0
6.111465250,1,1,1
6.111465500,1,1,0
6.111465875,1,1,1
6.111466125,1,1,0
6.111466625,1,1,1
6.111466875,1,1,0
6.111467375,1,1,1
6.111467625,1,1,0
6.111468875,1,1,1
6.111469125,1,1,0
6.111469500,1,1,1
6.111469750,1,1,0
6.111470250,1,1,1
6.111470500,1,1,0
6.111470875,1,1,1
6.111471125,1,1,0
6.111471875,1,1,1
6.111472125,1,1,0
6.111472625,1,1,1
6.111472875,1,1,0
6.111473375,1,1,1
6.111473625,1,1,0
6.111474000,1,1,1
6.111474250,1,1,0
6.111475500,1,1,1
6.111475750,1,1,0
6.111476125,1,1,1
6.111476375,1,1,0
6.111476875,1,1,1
6.111477125,1,1,0
6.111477625,1,1,1
6.111477875,1,1,0
6.111478625,1,1,1
6.111478875,1,1,0
6.111479250,1,1,1
6.111479500,1,1,0
6.111480000,1,1,1
6.111480250,1,1,0
6.111480625,1,1,1
6.111480875,1,1,0
6.111482125,1,1,1
6.111482375,1,1,0
6.111482875,1,1,1
6.111483125,1,1,0
6.111483625,1,1,1
6.111483875,1,1,0
6.111484250,1,1,1
6.111484500,1,1,0
6.111485250,1,1,1
6.111485500,1,1,0
6.111485875,1,1,1
6.111486125,1,1,0
6.111486625,1,1,1
6.111486875,1,1,0
6.111487375,1,1,1
6.111487625,1,1,0
6.111488875,1,1,1
6.111489125,1,1,0
6.111489500,1,1,1
6.111489750,1,1,0
6.111490250,1,1,1
6.111490500,1,1,0
6.111490875,1,1,1
6.111491125,1,1,0
6.111491875,1,1,1
6.111492125,1,1,0
6.111492625,1,1,1
6.111492875,1,1,0
6.111493375,1,1,1
6.111493625,1,1,0
6.111494000,1,1,1
6.111494250,1,1,0
6.111495500,1,1,1
6.111495750,1,1,0
6.111496125,1,1,1
6.111496375,1,1,0
6.111496875,1,1,1
6.111497125,1,1,0
6.111497625,1,1,1
6.111497875,1,1,0
6.111498625,1,1,1
6.111498875,1,1,0
6.111499250,1,1,1
6.111499500,1,1,0
6.111500000,1,1,1
6.111500250,1,1,0
6.111500625,1,1,1
6.111500875,1,1,0
6.111502125,1,1,1
6.111502375,1,1,0
6.111502875,1,1,1
6.111503125,1,1,0
6.111503625,1,1,1
6.111503875,1,1,0
6.111504250,1,1,1
6.111504500,1,1,0
6.111505250,1,1,1
6.111505500,1,1,0
6.111505875,1,1,1
6.111506125,1,1,0
6.111506625,1,1,1
6.111506875,1,1,0
6.111507375,1,1,1
6.111507625,1,1,0
6.111508875,1,1,1
6.111509125,1,1,0
6.111509500,1,1,1
6.111509750,1,1,0
6.111510250,1,1,1
6.111510500,1,1,0
6.111510875,1,1,1
6.111511125,1,1,0
6.111511875,1,1,1
6.111512125,1,1,0
6.111512625,1,1,1
6.111512875,1,1,0
6.111513375,1,1,1
6.111513625,1,1,0
6.111514000,1,1,1
6.111514250,1,1,0
6.111515500,1,1,1
6.111515750,1,1,0
6.111516125,1,1,1
6.111516375,1,1,0
6.111516875,1,1,1
6.111517125,1,1,0
6.111517625,1,1,1
6.111517875,1,1,0
6.111518625,1,1,1
6.111518875,1,1,0
6.111519250,1,1,1
6.111519500,1,1,0
6.111520000,1,1,1
6.111520250,1,1,0
6.111520625,1,1,1
6.111520875,1,1,0
6.111522125,1,1,1
6.111522375,1,1,0
6.111522875,1,1,1
6.111523125,1,1,0
6.111523625,1,1,1
6.111523875,1,1,0
6.111524250,1,1,1
6.111524500,1,1,0
6.111525250,1,1,1
6.111525500,1,1,0
6.111525875,1,1,1
6.111526125,1,1,0
6.111526625,1,1,1
6.111526875,1,1,0
6.111527375,1,1,1
6.111527625,1,1,0
6.111528875,1,1,1
6.111529125,1,1,0
6.111529500,1,1,1
6.111529750,1,1,0
6.111530250,1,1,1
6.111530500,1,1,0
6.111530875,1,1,1
6.111531125,1,1,0
6.111531875,1,1,1
6.111532125,1,1,0
6.111532625,1,1,1
6.111532875,1,1,0
6.111533375,1,1,1
6.111533625,1,1,0
6.111534000,1,1,1
6.111534250,1,1,0
6.111535500,1,1,1
6.111535750,1,1,0
6.111536125,1,1,1
6.111536375,1,1,0
6.111536875,1,1,1
6.111537125,1,1,0
6.111537625,1,1,1
6.111537875,1,1,0
6.111538625,1,1,1
6.111538875,1,1,0
6.111539250,1,1,1
6.111539500,1,1,0
6.111540000,1,1,1
6.111540250,1,1,0
6.111540625,1,1,1
6.111540875,1,1,0
6.111542125,1,1,1
6.111542375,1,1,0
6.111542875,1,1,1
6.111543125,1,1,0
6.111543625,1,1,1
6.111543875,1,1,0
6.111544250,1,1,1
6.111544500,1,1,0
6.111545250,1,1,1
6.111545500,1,1,0
6.111545875,1,1,1
6.111546125,1,1,0
6.111546625,1,1,1
6.111546875,1,1,0
6.111547375,1,1,1
6.111547625,1,1,0
6.111548875,1,1,1
6.111549125,1,1,0
6.111549500,1,1,1
6.111549750,1,1,0
6.111550250,1,1,1
6.111550500,1,1,0
6.111550875,1,1,1
6.111551125,1,1,0
6.111551875,1,1,1
6.111552125,1,1,0
6.111552625,1,1,1
6.111552875,1,1,0
6.111553375,1,1,1
6.111553625,1,1,0
6.111554000,1,1,1
6.111554250,1,1,0
6.111555500,1,1,1
6.111555750,1,1,0
6.111556125,1,1,1
6.111556375,1,1,0
6.111556875,1,1,1
6.111557125,1,1,0
6.111557625,1,1,1
6.111557875,1,1,0
6.111558625,1,1,1
6.111558875,1,1,0
6.111559250,1,1,1
6.111559500,1,1,0
6.111560000,1,1,1
6.111560250,1,1,0
6.111560625,1,1,1
6.111560875,1,1,0
6.111562125,1,1,1
6.111562375,1,1,0
6.111562875,1,1,1
6.111563125,1,1,0
6.111563625,1,1,1
6.111563875,1,1,0
6.111564250,1,1,1
6.111564500,1,1,0
6.111565250,1,1,1
6.111565500,1,1,0
6.111565875,1,1,1
6.111566125,1,1,0
6.111566625,1,1,1
6.111566875,1,1,0
6.111567375,1,1,1
6.111567625,1,1,0
6.111568875,1,1,1
6.111569125,1,1,0
6.111569500,1,1,1
6.111569750,1,1,0
6.111570250,1,1,1
6.111570500,1,1,0
6.111570875,1,1,1
6.111571125,1,1,0
6.111571875,1,1,1
6.111572125,1,1,0
6.111572625,1,1,1
6.111572875,1,1,0
6.111573375,1,1,1
6.111573625,1,1,0
6.111574000,1,1,1
6.111574250,1,1,0
6.111575500,1,1,1
6.111575750,1,1,0
6.111576125,1,1,1
6.111576375,1,1,0
6.111576875,1,1,1
6.111577125,1,1,0
6.111577625,1,1,1
6.111577875,1,1,0
6.111578625,1,1,1
6.111578875,1,1,0
6.111579250,1,1,1
6.111579500,1,1,0
6.111580000,1,1,1
6.111580250,1,1,0
6.111580625,1,1,1
6.111580875,1,1,0
6.111582125,1,1,1
6.111582375,1,1,0
6.111582875,1,1,1
6.111583125,1,1,0
6.111583625,1,1,1
6.111583875,1,1,0
6.111584250,1,1,1
6.111584500,1,1,0
6.111585250,1,1,1
6.111585500,1,1,0
6.111585875,1,1,1
6.111586125,1,1,0
6.111586625,1,1,1
6.111586875,1,1,0
6.111587375,1,1,1
6.111587625,1,1,0
6.111588875,1,1,1
6.111589125,1,1,0
6.111589500,1,1,1
6.111589750,1,1,0
6.111590250,1,1,1
6.111590500,1,1,0
6.111590875,1,1,1
6.111591125,1,1,0
6.111591875,1,1,1
6.111592125,1,1,0
6.111592625,1,1,1
6.111592875,1,1,0
6.111593375,1,1,1
6.111593625,1,1,0
6.111594000,1,1,1
6.111594250,1,1,0
6.111595500,1,1,1
6.111595750,1,1,0
6.111596125,1,1,1
6.111596375,1,1,0
6.111596875,1,1,1
6.111597125,1,1,0
6.111597625,1,1,1
6.111597875,1,1,0
6.111598625,1,1,1
6.111598875,1,1,0
6.111599250,1,1,1
6.111599500,1,1,0
6.111600000,1,1,1
6.111600250,1,1,0
6.111600625,1,1,1
6.111600875,1,1,0
6.111602125,1,1,1
6.111602375,1,1,0
6.111602875,1,1,1
6.111603125,1,1,0
6.111603625,1,1,1
6.111603875,1,1,0
6.111604250,1,1,1
6.111604500,1,1,0
6.111605250,1,1,1
6.111605500,1,1,0
6.111605875,1,1,1
6.111606125,1,1,0
6.111606625,1,1,1
6.111606875,1,1,0
6.111607375,1,1,1
6.111607625,1,1,0
6.111613875,1,1,1
6.111614250,1,1,0
6.111614625,1,1,1
6.111614875,1,1,0
6.111615375,1,1,1
6.111615750,1,1,0
6.111616125,1,1,1
6.111616375,1,1,0
6.111617125,1,1,1
6.111617375,1,1,0
6.111617875,1,1,1
6.111618125,1,1,0
6.111618625,1,1,1
6.111618875,1,1,0
6.111619250,1,1,1
6.111619625,1,1,0
6.111883625,1,1,1
6.111883875,1,1,0
6.111884250,1,1,1
6.111884500,1,1,0
6.111885000,1,1,1
6.111885250,1,1,0
6.111885750,1,1,1
6.111886000,1,1,0
6.111886750,1,1,1
6.111887000,1,1,0
6.111887375,1,1,1
6.111887625,1,1,0
6.111888125,1,1,1
6.111888375,1,1,0
6.111888750,0,1,1
6.111889000,0,1,0
6.111890250,0,1,1
6.111890500,0,1,0
6.111891000,0,1,1
6.111891250,0,1,0
6.111891750,0,1,1
6.111892000,0,1,0
6.111892375,0,1,1
6.111892625,0,1,0
6.111893375,0,1,1
6.111893625,0,1,0
6.111894000,0,1,1
6.111894250,0,1,0
6.111894750,0,1,1
6.111895000,0,1,0
6.111895500,0,1,1
6.111895750,0,1,0
6.112009750,1,1,0
6.112133125,1,1,1
6.112133375,1,1,0
6.112133875,1,1,1
6.112134125,1,1,0
6.112134625,1,1,1
6.112134875,1,1,0
6.112135250,1,1,1
6.112135500,1,1,0
6.112136250,1,1,1
6.112136500,1,1,0
6.112136875,1,1,1
6.112137125,1,1,0
6.112137625,1,1,1
6.112137875,1,1,0
6.112138375,1,1,1
6.112138625,1,1,0
6.112355250,1,1,1
6.112355500,1,1,0
6.112355875,1,1,1
6.112356125,1,1,0
6.112356625,1,1,1
6.112356875,1,1,0
6.112357375,1,1,1
6.112357625,1,1,0
6.112358375,1,1,1
6.112358625,1,1,0
6.112359000,1,1,1
6.112359250,1,1,0
6.112359750,1,1,1
6.112360000,1,1,0
6.112360375,0,1,1
6.112360625,0,1,0
6.112361875,0,1,1
6.112362125,0,1,0
6.112362625,0,1,1
6.112362875,0,1,0
6.112363375,0,1,1
6.112363625,0,1,0
6.112364000,0,1,1
6.112364250,0,1,0
6.112365000,0,1,1
6.112365250,0,1,0
6.112365625,0,1,1
6.112365875,1,1,0
6.112366375,1,1,1
6.112366625,0,1,0
6.112367125,0,1,1
6.112367375,0,1,0
6.112462625,1,1,0
6.112579750,1,1,1
6.112580000,1,1,0
6.112580375,1,1,1
6.112580625,1,1,0
6.112581125,1,1,1
6.112581375,1,1,0
6.112581875,1,1,1
6.112582125,1,1,0
6.112582875,1,1,1
6.112583125,1,1,0
6.112583500,1,1,1
6.112583750,1,1,0
6.112584250,1,1,1
6.112584500,1,1,0
6.112584875,1,1,1
6.112585125,1,1,0
6.112586375,1,1,1
6.112586625,1,1,0
6.112587125,1,1,1
6.112587375,1,1,0
6.112587875,1,1,1
6.112588125,1,1,0
6.112588500,1,1,1
6.112588750,1,1,0
6.112589500,1,1,1
6.112589750,1,1,0
6.112590125,1,1,1
6.112590375,1,1,0
6.112590875,1,1,1
6.112591125,1,1,0
6.112591625,1,1,1
6.112591875,1,1,0
6.112593125,1,1,1
6.112593375,1,1,0
6.112593750,1,1,1
6.112594000,1,1,0
6.112594500,1,1,1
6.112594750,1,1,0
6.112595125,1,1,1
6.112595375,1,1,0
6.112596125,1,1,1
6.112596375,1,1,0
6.112596875,1,1,1
6.112597125,1,1,0
6.112597625,1,1,1
6.112597875,1,1,0
6.112598250,1,1,1
6.112598500,1,1,0
6.112599750,1,1,1
6.112600000,1,1,0
6.112600375,1,1,1
6.112600625,1,1,0
6.112601125,1,1,1
6.112601375,1,1,0
6.112601875,1,1,1
6.112602125,1,1,0
6.112602875,1,1,1
6.112603125,1,1,0
6.112603500,1,1,1
6.112603750,1,1,0
6.112604250,1,1,1
6.112604500,1,1,0
6.112604875,1,1,1
6.112605125,1,1,0
6.112606375,1,1,1
6.112606625,1,1,0
6.112607125,1,1,1
6.112607375,1,1,0
6.112607875,1,1,1
6.112608125,1,1,0
6.112608500,1,1,1
6.112608750,1,1,0
6.112609500,1,1,1
6.112609750,1,1,0
6.112610125,1,1,1
6.112610375,1,1,0
6.112610875,1,1,1
6.112611125,1,1,0
6.112611625,1,1,1
6.112611875,1,1,0
6.112613125,1,1,1
6.112613375,1,1,0
6.112613750,1,1,1
6.112614000,1,1,0
6.112614500,1,1,1
6.112614750,1,1,0
6.112615125,1,1,1
6.112615375,1,1,0
6.112616125,1,1,1
6.112616375,1,1,0
6.112616875,1,1,1
6.112617125,1,1,0
6.112617625,1,1,1
6.112617875,1,1,0
6.112618250,1,1,1
6.112618500,1,1,0
6.112619750,1,1,1
6.112620000,1,1,0
6.112620375,1,1,1
6.112620625,1,1,0
6.112621125,1,1,1
6.112621375,1,1,0
6.112621875,1,1,1
6.112622125,1,1,0
6.112622875,1,1,1
6.112623125,1,1,0
6.112623500,1,1,1
6.112623750,1,1,0
6.112624250,1,1,1
6.112624500,1,1,0
6.112624875,1,1,1
6.112625125,1,1,0
6.112626375,1,1,1
6.112626625,1,1,0
6.112627125,1,1,1
6.112627375,1,1,0
6.112627875,1,1,1
6.112628125,1,1,0
6.112628500,1,1,1
6.112628750,1,1,0
6.112629500,1,1,1
6.112629750,1,1,0
6.112630125,1,1,1
6.112630375,1,1,0
6.112630875,1,1,1
6.112631125,1,1,0
6.112631625,1,1,1
6.112631875,1,1,0
6.112829875,1,1,1
6.112830125,1,1,0
6.112830625,1,1,1
6.112830875,1,1,0
6.112831375,1,1,1
6.112831625,1,1,0
6.112832000,1,1,1
6.112832250,1,1,0
6.112833000,1,1,1
6.112833250,1,1,0
6.112833625,1,1,1
6.112833875,1,1,0
6.112834375,1,1,1
6.112834625,1,1,0
6.112835125,0,1,1
6.112835375,0,1,0
6.112836625,0,1,1
6.112836875,0,1,0
6.112837250,0,1,1
6.112837500,0,1,0
6.112838000,0,1,1
6.112838250,0,1,0
6.112838625,0,1,1
6.112838875,0,1,0
6.112839625,0,1,1
6.112839875,0,1,0
6.112840375,0,1,1
6.112840625,0,1,0
6.112841125,0,1,1
6.112841375,0,1,0
6.112841750,0,1,1
6.112842000,0,1,0
6.112941375,1,1,0
6.113283625,1,1,1
6.113283875,1,1,0
6.113284250,1,1,1
6.113284500,1,1,0
6.113285000,1,1,1
6.113285250,1,1,0
6.113285750,1,1,1
6.113286000,1,1,0
6.113286750,1,1,1
6.113287000,1,1,0
6.113287375,1,1,1
6.113287625,1,1,0
6.113288125,1,1,1
6.113288375,1,1,0
6.113288750,1,1,1
6.113289000,1,1,0
6.113290250,1,1,1
6.113290500,1,1,0
6.113291000,1,1,1
6.113291250,1,1,0
6.113291750,1,1,1
6.113292000,1,1,0
6.113292375,1,1,1
6.113292625,1,1,0
6.113293375,1,1,1
6.113293625,1,1,0
6.113294000,1,1,1
6.113294250,1,1,0
6.113294750,1,1,1
6.113295000,1,1,0
6.113295500,1,1,1
6.113295750,1,1,0
6.113297000,1,1,1
6.113297250,1,1,0
6.113297625,1,1,1
6.113297875,1,1,0
6.113298375,1,1,1
6.113298625,1,1,0
6.113299000,1,1,1
6.113299250,1,1,0
6.113300000,1,1,1
6.113300250,1,1,0
6.113300750,1,1,1
6.113301000,1,1,0
6.113301500,1,1,1
6.113301750,1,1,0
6.113302125,1,1,1
6.113302375,1,1,0
6.113303625,1,1,1
6.113303875,1,1,0
6.113304250,1,1,1
6.113304500,1,1,0
6.113305000,1,1,1
6.113305250,1,1,0
6.113305750,1,1,1
6.113306000,1,1,0
6.113306750,1,1,1
6.113307000,1,1,0
6.113307375,1,1,1
6.113307625,1,1,0
6.113308125,1,1,1
6.113308375,1,1,0
6.113308750,0,1,1
6.113309000,0,1,0
6.113310250,0,1,1
6.113310500,0,1,0
6.113311000,0,1,1
6.113311250,0,1,0
6.113311750,0,1,1
6.113312000,0,1,0
6.113312375,0,1,1
6.113312625,0,1,0
6.113313375,0,1,1
6.113313625,0,1,0
6.113314000,0,1,1
6.113314250,0,1,0
6.113314750,0,1,1
6.113315000,0,1,0
6.113315500,0,1,1
6.113315750,0,1,0
6.113317000,0,1,1
6.113317250,0,1,0
6.113317625,0,1,1
6.113317875,0,1,0
6.113318375,0,1,1
6.113318625,0,1,0
6.113319000,0,1,1
6.113319250,0,1,0
6.113320000,0,1,1
6.113320250,0,1,0
6.113320750,0,1,1
6.113321000,0,1,0
6.113321500,0,1,1
6.113321750,1,1,0
6.113322125,1,1,1
6.113322375,0,1,0
6.113323625,0,1,1
6.113323875,0,1,0
6.113324250,0,1,1
6.113324500,0,1,0
6.113325000,0,1,1
6.113325250,0,1,0
6.113325750,0,1,1
6.113326000,0,1,0
6.113326750,0,1,1
6.113327000,0,1,0
6.113327375,0,1,1
6.113327625,1,1,0
6.113328125,1,1,1
6.113328375,0,1,0
6.113328750,0,1,1
6.113329000,0,1,0
6.113330250,0,1,1
6.113330500,0,1,0
6.113331000,0,1,1
6.113331250,0,1,0
6.113331750,0,1,1
6.113332000,0,1,0
6.113332375,0,1,1
6.113332625,0,1,0
6.113333375,0,1,1
6.113333625,0,1,0
6.113334000,0,1,1
6.113334250,1,1,0
6.113334750,1,1,1
6.113335000,1,1,0
6.113335500,1,1,1
6.113335750,0,1,0
6.113337000,0,1,1
6.113337250,0,1,0
6.113337625,0,1,1
6.113337875,0,1,0
6.113338375,0,1,1
6.113338625,0,1,0
6.113339000,0,1,1
6.113339250,0,1,0
6.113340000,0,1,1
6.113340250,1,1,0
6.113340750,1,1,1
6.113341000,0,1,0
6.113341500,0,1,1
6.113341750,0,1,0
6.113342125,0,1,1
6.113342375,0,1,0
6.113343625,0,1,1
6.113343875,0,1,0
6.113344250,0,1,1
6.113344500,0,1,0
6.113345000,0,1,1
6.113345250,0,1,0
6.113345750,0,1,1
6.113346000,0,1,0
6.113346750,0,1,1
6.113347000,1,1,0
6.113347375,1,1,1
6.113347625,0,1,0
6.113348125,0,1,1
6.113348375,1,1,0
6.113348750,1,1,1
6.113349000,0,1,0
6.113350250,0,1,1
6.113350500,0,1,0
6.113351000,0,1,1
6.113351250,0,1,0
6.113351750,0,1,1
6.113352000,0,1,0
6.113352375,0,1,1
6.113352625,0,1,0
6.113353375,0,1,1
6.113353625,1,1,0
6.113354000,1,1,1
6.113354250,1,1,0
6.113354750,1,1,1
6.113355000,0,1,0
6.113355500,0,1,1
6.113355750,0,1,0
6.113357000,0,1,1
6.113357250,0,1,0
6.113357625,0,1,1
6.113357875,0,1,0
6.113358375,0,1,1
6.113358625,0,1,0
6.113359000,0,1,1
6.113359250,0,1,0
6.113360000,0,1,1
6.113360250,1,1,0
6.113360750,1,1,1
6.113361000,1,1,0
6.113361500,1,1,1
6.113361750,1,1,0
6.113362125,1,1,1
6.113362375,0,1,0
6.113363625,0,1,1
6.113363875,0,1,0
6.113364250,0,1,1
6.113364500,0,1,0
6.113365000,0,1,1
6.113365250,0,1,0
6.113365750,0,1,1
6.113366000,1,1,0
6.113366750,1,1,1
6.113367000,0,1,0
6.113367375,0,1,1
6.113367625,0,1,0
6.113368125,0,1,1
6.113368375,0,1,0
6.113368750,0,1,1
6.113369000,0,1,0
6.113370250,0,1,1
6.113370500,0,1,0
6.113371000,0,1,1
6.113371250,0,1,0
6.113371750,0,1,1
6.113372000,0,1,0
6.113372375,0,1,1
6.113372625,1,1,0
6.113373375,1,1,1
6.113373625,0,1,0
6.113374000,0,1,1
6.113374250,0,1,0
6.113374750,0,1,1
6.113375000,1,1,0
6.113375500,1,1,1
6.113375750,0,1,0
6.113377000,0,1,1
6.113377250,0,1,0
6.113377625,0,1,1
6.113377875,0,1,0
6.113378375,0,1,1
6.113378625,0,1,0
6.113379000,0,1,1
6.113379250,1,1,0
6.113380000,1,1,1
6.113380250,0,1,0
6.113380750,0,1,1
6.113381000,1,1,0
6.113381500,1,1,1
6.113381750,0,1,0
6.113382125,0,1,1
6.113382375,0,1,0
6.113383625,0,1,1
6.113383875,0,1,0
6.113384250,0,1,1
6.113384500,0,1,0
6.113385000,0,1,1
6.113385250,0,1,0
6.113385750,0,1,1
6.113386000,1,1,0
6.113386750,1,1,1
6.113387000,0,1,0
6.113387375,0,1,1
6.113387625,1,1,0
6.113388125,1,1,1
6.113388375,1,1,0
6.113388750,1,1,1
6.113389000,0,1,0
6.113390250,0,1,1
6.113390500,0,1,0
6.113391000,0,1,1
6.113391250,0,1,0
6.113391750,0,1,1
6.113392000,0,1,0
6.113392375,0,1,1
6.113392625,1,1,0
6.113393375,1,1,1
6.113393625,1,1,0
6.113394000,1,1,1
6.113394250,0,1,0
6.113394750,0,1,1
6.113395000,0,1,0
6.113395500,0,1,1
6.113395750,0,1,0
6.113397000,0,1,1
6.113397250,0,1,0
6.113397625,0,1,1
6.113397875,0,1,0
6.113398375,0,1,1
6.113398625,0,1,0
6.113399000,0,1,1
6.113399250,1,1,0
6.113400000,1,1,1
6.113400250,1,1,0
6.113400750,1,1,1
6.113401000,0,1,0
6.113401500,0,1,1
6.113401750,1,1,0
6.113402125,1,1,1
6.113402375,0,1,0
6.113403625,0,1,1
6.113403875,0,1,0
6.113404250,0,1,1
6.113404500,0,1,0
6.113405000,0,1,1
6.113405250,0,1,0
6.113405750,0,1,1
6.113406000,1,1,0
6.113406750,1,1,1
6.113407000,1,1,0
6.113407375,1,1,1
6.113407625,1,1,0
6.113408125,1,1,1
6.113408375,0,1,0
6.113408750,0,1,1
6.113409000,0,1,0
6.113410250,0,1,1
6.113410500,0,1,0
6.113411000,0,1,1
6.113411250,0,1,0
6.113411750,0,1,1
6.113412000,0,1,0
6.113412375,0,1,1
6.113412625,1,1,0
6.113413375,1,1,1
6.113413625,1,1,0
6.113414000,1,1,1
6.113414250,1,1,0
6.113414750,1,1,1
6.113415000,1,1,0
6.113415500,1,1,1
6.113415750,0,1,0
6.113417000,0,1,1
6.113417250,0,1,0
6.113417625,0,1,1
6.113417875,0,1,0
6.113418375,0,1,1
6.113418625,1,1,0
6.113419000,1,1,1
6.113419250,0,1,0
6.113420000,0,1,1
6.113420250,0,1,0
6.113420750,0,1,1
6.113421000,0,1,0
6.113421500,0,1,1
6.113421750,0,1,0
6.113422125,0,1,1
6.113422375,0,1,0
6.113423625,0,1,1
6.113423875,0,1,0
6.113424250,0,1,1
6.113424500,0,1,0
6.113425000,0,1,1
6.113425250,1,1,0
6.113425750,1,1,1
6.113426000,0,1,0
6.113426750,0,1,1
6.113427000,0,1,0
6.113427375,0,1,1
6.113427625,0,1,0
6.113428125,0,1,1
6.113428375,1,1,0
6.113428750,1,1,1
6.113429000,0,1,0
6.113430250,0,1,1
6.113430500,0,1,0
6.113431000,0,1,1
6.113431250,0,1,0
6.113431750,0,1,1
6.113432000,1,1,0
6.113432375,1,1,1
6.113432625,0,1,0
6.113433375,0,1,1
6.113433625,0,1,0
6.113434000,0,1,1
6.113434250,1,1,0
6.113434750,1,1,1
6.113435000,0,1,0
6.113435500,0,1,1
6.113435750,0,1,0
6.113437000,0,1,1
6.113437250,0,1,0
6.113437625,0,1,1
6.113437875,0,1,0
6.113438375,0,1,1
6.113438625,1,1,0
6.113439000,1,1,1
6.113439250,0,1,0
6.113440000,0,1,1
6.113440250,0,1,0
6.113440750,0,1,1
6.113441000,1,1,0
6.113441500,1,1,1
6.113441750,1,1,0
6.113442125,1,1,1
6.113442375,0,1,0
6.113443625,0,1,1
6.113443875,0,1,0
6.113444250,0,1,1
6.113444500,0,1,0
6.113445000,0,1,1
6.113445250,1,1,0
6.113445750,1,1,1
6.113446000,0,1,0
6.113446750,0,1,1
6.113447000,1,1,0
6.113447375,1,1,1
6.113447625,0,1,0
6.113448125,0,1,1
6.113448375,0,1,0
6.113448750,0,1,1
6.113449000,0,1,0
6.113450250,0,1,1
6.113450500,0,1,0
6.113451000,0,1,1
6.113451250,0,1,0
6.113451750,0,1,1
6.113452000,1,1,0
6.113452375,1,1,1
6.113452625,0,1,0
6.113453375,0,1,1
6.113453625,1,1,0
6.113454000,1,1,1
6.113454250,0,1,0
6.113454750,0,1,1
6.113455000,1,1,0
6.113455500,1,1,1
6.113455750,0,1,0
6.113457000,0,1,1
6.113457250,0,1,0
6.113457625,0,1,1
6.113457875,0,1,0
6.113458375,0,1,1
6.113458625,1,1,0
6.113459000,1,1,1
6.113459250,0,1,0
6.113460000,0,1,1
6.113460250,1,1,0
6.113460750,1,1,1
6.113461000,1,1,0
6.113461500,1,1,1
6.113461750,0,1,0
6.113462125,0,1,1
6.113462375,0,1,0
6.113463625,0,1,1
6.113463875,0,1,0
6.113464250,0,1,1
6.113464500,0,1,0
6.113465000,0,1,1
6.113465250,1,1,0
6.113465750,1,1,1
6.113466000,0,1,0
6.113466750,0,1,1
6.113467000,1,1,0
6.113467375,1,1,1
6.113467625,1,1,0
6.113468125,1,1,1
6.113468375,1,1,0
6.113468750,1,1,1
6.113469000,0,1,0
6.113470250,0,1,1
6.113470500,0,1,0
6.113471000,0,1,1
6.113471250,0,1,0
6.113471750,0,1,1
6.113472000,1,1,0
6.113472375,1,1,1
6.113472625,1,1,0
6.113473375,1,1,1
6.113473625,0,1,0
6.113474000,0,1,1
6.113474250,0,1,0
6.113474750,0,1,1
6.113475000,0,1,0
6.113475500,0,1,1
6.113475750,0,1,0
6.113477000,0,1,1
6.113477250,0,1,0
6.113477625,0,1,1
6.113477875,0,1,0
6.113478375,0,1,1
6.113478625,1,1,0
6.113479000,1,1,1
6.113479250,1,1,0
6.113480000,1,1,1
6.113480250,0,1,0
6.113480750,0,1,1
6.113481000,0,1,0
6.113481500,0,1,1
6.113481750,1,1,0
6.113482125,1,1,1
6.113482375,0,1,0
6.113483625,0,1,1
6.113483875,0,1,0
6.113484250,0,1,1
6.113484500,0,1,0
6.113485000,0,1,1
6.113485250,1,1,0
6.113485750,1,1,1
6.113486000,1,1,0
6.113486750,1,1,1
6.113487000,0,1,0
6.113487375,0,1,1
6.113487625,1,1,0
6.113488125,1,1,1
6.113488375,0,1,0
6.113488750,0,1,1
6.113489000,0,1,0
6.113495375,0,1,1
6.113495625,0,1,0
6.113496000,0,1,1
6.113496250,0,1,0
6.113496750,0,1,1
6.113497000,1,1,0
6.113497500,1,1,1
6.113497750,1,1,0
6.113498500,1,1,1
6.113498750,0,1,0
6.113499250,0,1,1
6.113499500,1,1,0
6.113500000,1,1,1
6.113500250,1,1,0
6.113500625,1,1,1
6.113500875,0,1,0
6.113590750,1,1,0
6.113716375,1,1,1
6.113716625,1,1,0
6.113717000,1,1,1
6.113717250,1,1,0
6.113717750,1,1,1
6.113718000,1,1,0
6.113718375,1,1,1
6.113718625,1,1,0
6.113719375,1,1,1
6.113719625,1,1,0
6.113720125,1,1,1
6.113720375,1,1,0
6.113720875,1,1,1
6.113721125,1,1,0
6.113721500,1,1,1
6.113721750,1,1,0
6.113723000,1,1,1
6.113723250,1,1,0
6.113723625,1,1,1
6.113723875,1,1,0
6.113724375,1,1,1
6.113724625,1,1,0
6.113725125,1,1,1
6.113725375,1,1,0
6.113726125,1,1,1
6.113726375,1,1,0
6.113726750,1,1,1
6.113727000,1,1,0
6.113727500,1,1,1
6.113727750,1,1,0
6.113728125,1,1,1
6.113728375,1,1,0
6.113729625,1,1,1
6.113729875,1,1,0
6.113730375,1,1,1
6.113730625,1,1,0
6.113731125,1,1,1
6.113731375,1,1,0
6.113731750,1,1,1
6.113732000,1,1,0
6.113732750,1,1,1
6.113733000,1,1,0
6.113733375,1,1,1
6.113733625,1,1,0
6.113734125,1,1,1
